achieved_output_tps,cell_id,characterization_sha256,code_commit,completion_rate,config_sha256,failed,finished,itl_p50_ms,itl_p99_ms,kv_imbalance_max,kv_imbalance_mean,kv_imbalance_p99,kv_utilization_max,kv_utilization_mean,kv_utilization_p99,offered_output_tps,offered_rps,oldest_waiting_age_max,oldest_waiting_age_mean,oldest_waiting_age_p99,phase,prefix_affinity,prefix_matched_blocks,queue_imbalance_max,queue_imbalance_mean,queue_imbalance_p99,raw_token_count_check,rejected,requests_by_replica_0,requests_by_replica_1,router,runner_sha256,seed,slo_goodput_rps,submitted,system_queue_length_max,system_queue_length_mean,system_queue_length_p99,trace_sha256,ttft_p50_ms,ttft_p99_ms,unfinished,waiting_queue_length_max,waiting_queue_length_mean,waiting_queue_length_p99,workload_shape
268.8,balanced_seed3_round_robin,09d3f9d1d37a9d4b77de35e09b9cb051e718bfe1926b756f49debfed81f7f8ab,bdb6bf89ce64bca946a45ecd75c4f6c718dc6213,1.0,f9f5f9802ddb1fd575c299693ede066328c43900de2a8b20a06587d8d8392eea,0,96,31.409299932420254,85.15145257115364,1.0,0.11385050251256282,0.5,1.0,0.9308260050251256,1.0,268.8,4.8,0,0,0,P0-2,False,0,3,1.0439698492462313,3,5376,0,48,48,round_robin,a50b90970ad29da86aecb23aab47b8b10fa10bb974b90a5aec56a906781f5158,3,0.55,96,27,16.143844221105528,27,8d5d61463c3e4684acc4cf9726be0a2124f62fd701cd70d83f18d3b308c0f24a,9083.335135442514,14808.001368554927,0,24,12.827261306532664,23,balanced
268.8,balanced_seed3_resource_aware,09d3f9d1d37a9d4b77de35e09b9cb051e718bfe1926b756f49debfed81f7f8ab,bdb6bf89ce64bca946a45ecd75c4f6c718dc6213,1.0,4d0ac11fd987c3861124be84a99eb283fe3c2597504ecd462b8f5b6c6b9e2664,0,96,42.36030951142311,99.11436028778553,0.625,0.11269507803121248,0.5,1.0,0.8938325330132053,1.0,268.8,4.8,0,0,0,P0-2,False,0,8,1.2713085234093637,6,5376,0,48,48,resource_aware,a50b90970ad29da86aecb23aab47b8b10fa10bb974b90a5aec56a906781f5158,3,0.35,96,28,16.756902761104442,28,8d5d61463c3e4684acc4cf9726be0a2124f62fd701cd70d83f18d3b308c0f24a,7485.17931997776,18539.11383344481,0,25,13.587635054021609,25,balanced
729.6,decode_heavy_seed1_round_robin,09d3f9d1d37a9d4b77de35e09b9cb051e718bfe1926b756f49debfed81f7f8ab,bdb6bf89ce64bca946a45ecd75c4f6c718dc6213,1.0,4c32b172d717fc73c320601ff6450ceabab1e23c21a47dc9cee233ed77285f18,0,96,27.57292054593563,56.698933243751526,1.0,0.25737207285342584,1.0,1.0,0.7857762359063313,1.0,729.6,4.8,0,0,0,P0-2,False,0,17,6.935819601040763,16,14592,0,48,48,round_robin,a50b90970ad29da86aecb23aab47b8b10fa10bb974b90a5aec56a906781f5158,1,3.35,96,26,11.837380745880312,25,8a35981d462750b8af9e8583d750b08e048382e398d41104b347efa8a02d00e0,3284.0508234997587,11255.470751443254,0,18,5.5511708586296615,17,decode_heavy
729.6,decode_heavy_seed1_resource_aware,09d3f9d1d37a9d4b77de35e09b9cb051e718bfe1926b756f49debfed81f7f8ab,bdb6bf89ce64bca946a45ecd75c4f6c718dc6213,1.0,b782950a7e8433ee3de0485976075980892eb30ae15636a2a97432b94e1ae88f,0,96,28.724102303385735,63.004691153764725,0.375,0.03094541910331384,0.25,1.0,0.8830409356725146,1.0,729.6,4.8,0,0,0,P0-2,False,0,7,1.1208576998050683,6,14592,0,51,45,resource_aware,a50b90970ad29da86aecb23aab47b8b10fa10bb974b90a5aec56a906781f5158,1,2.45,96,27,14.294346978557504,26,8a35981d462750b8af9e8583d750b08e048382e398d41104b347efa8a02d00e0,4938.343288376927,10134.43404594436,0,19,7.230019493177388,18,decode_heavy
729.6,decode_heavy_seed2_round_robin,09d3f9d1d37a9d4b77de35e09b9cb051e718bfe1926b756f49debfed81f7f8ab,bdb6bf89ce64bca946a45ecd75c4f6c718dc6213,1.0,de668155f0b4cf95c677db5fe6e03ce401062bc28156211251006fa8855d1cbd,0,96,30.215565115213394,62.48295120894909,1.0,0.2565047701647875,1.0,1.0,0.7857762359063313,1.0,729.6,4.8,0,0,0,P0-2,False,0,17,6.954900260190807,16,14592,0,48,48,round_robin,a50b90970ad29da86aecb23aab47b8b10fa10bb974b90a5aec56a906781f5158,2,2.2,96,31,13.763660017346053,30,d2f750044166e82c5114437722c6118e3ae64d2c938c17558735cacdda5080df,5352.752362067499,15432.370826074231,0,23,7.477450130095403,22,decode_heavy
729.6,decode_heavy_seed2_resource_aware,09d3f9d1d37a9d4b77de35e09b9cb051e718bfe1926b756f49debfed81f7f8ab,bdb6bf89ce64bca946a45ecd75c4f6c718dc6213,1.0,2782c1e19c031fa02d79df053ee939a5b9671aea489705086ea7cffca08d305b,0,96,29.582079499959946,63.29709105193615,0.375,0.02259185700099305,0.25,1.0,0.8997020854021847,1.0,729.6,4.8,0,0,0,P0-2,False,0,5,0.8828202581926514,5,14592,0,51,45,resource_aware,a50b90970ad29da86aecb23aab47b8b10fa10bb974b90a5aec56a906781f5158,2,2.7,96,24,13.932969215491559,23,d2f750044166e82c5114437722c6118e3ae64d2c938c17558735cacdda5080df,4702.192206556598,9572.322650098547,0,16,6.7353525322740815,15,decode_heavy
729.6,decode_heavy_seed3_round_robin,09d3f9d1d37a9d4b77de35e09b9cb051e718bfe1926b756f49debfed81f7f8ab,bdb6bf89ce64bca946a45ecd75c4f6c718dc6213,1.0,9c9a78dbb6a06e04877b75414cf56da856d82ee09a03ed420c016c0961d7929c,0,96,30.869804322719574,63.64993564784527,1.0,0.2567215958369471,1.0,1.0,0.7857762359063313,1.0,729.6,4.8,0,0,0,P0-2,False,0,17,6.959236773633998,16,14592,0,48,48,round_robin,a50b90970ad29da86aecb23aab47b8b10fa10bb974b90a5aec56a906781f5158,3,2.45,96,31,13.29141370338248,29,85a62e5f724fecf24a354187d947418b3a65dcb7bfd2b6b7daa2dc97cfd01cfd,4913.797772489486,14161.274406158675,0,23,7.00520381613183,22,decode_heavy
729.6,decode_heavy_seed3_resource_aware,09d3f9d1d37a9d4b77de35e09b9cb051e718bfe1926b756f49debfed81f7f8ab,bdb6bf89ce64bca946a45ecd75c4f6c718dc6213,1.0,d99f7de83639bbdf2e9f34562b355c77c40689f335c26b022fde23c3d12126e7,0,96,30.299091711640358,84.25416983664036,0.375,0.03070175438596491,0.25,1.0,0.8830409356725146,1.0,729.6,4.8,0,0,0,P0-2,False,0,6,1.1169590643274854,6,14592,0,51,45,resource_aware,a50b90970ad29da86aecb23aab47b8b10fa10bb974b90a5aec56a906781f5158,3,2.3,96,25,14.470760233918128,25,85a62e5f724fecf24a354187d947418b3a65dcb7bfd2b6b7daa2dc97cfd01cfd,5269.893856408695,13020.200757930674,0,18,7.406432748538012,17,decode_heavy
192.0,prefix_heavy_seed1_round_robin,09d3f9d1d37a9d4b77de35e09b9cb051e718bfe1926b756f49debfed81f7f8ab,bdb6bf89ce64bca946a45ecd75c4f6c718dc6213,1.0,8058295ecedc7949742437c565fec325ddc6063eee9584683b43a603d66a7a23,0,96,45.81022635102272,108.7405327707529,0.875,0.247626582278481,0.875,1.0,0.7815664556962025,1.0,192.0,4.8,0,0,0,P0-2,False,93,12,5.077215189873418,11,3840,0,48,48,round_robin,a50b90970ad29da86aecb23aab47b8b10fa10bb974b90a5aec56a906781f5158,1,0.05,96,36,17.785443037974684,35,71931e2aeafe150df101030cdedccc12f8c92b6aa444fcd586c46506f59ae126,11778.402303345501,28765.804761399824,0,33,15.415822784810127,32,prefix_heavy
192.0,prefix_heavy_seed1_resource_aware,09d3f9d1d37a9d4b77de35e09b9cb051e718bfe1926b756f49debfed81f7f8ab,bdb6bf89ce64bca946a45ecd75c4f6c718dc6213,1.0,32d188ebac6c8255e25dfc8c049fd8a9ee6391a645755071db8837a3d67a086e,0,96,42.397260665893555,90.54639004170895,0.875,0.11673414304993253,0.875,1.0,0.8491902834008097,1.0,192.0,4.8,0,0,0,P0-2,True,90,4,1.5033738191632928,4,3840,0,51,45,resource_aware,a50b90970ad29da86aecb23aab47b8b10fa10bb974b90a5aec56a906781f5158,1,0.3,96,28,17.18353576248313,27,71931e2aeafe150df101030cdedccc12f8c92b6aa444fcd586c46506f59ae126,9057.450168145198,17056.4703622212,0,26,14.657219973009447,25,prefix_heavy
192.0,prefix_heavy_seed2_round_robin,09d3f9d1d37a9d4b77de35e09b9cb051e718bfe1926b756f49debfed81f7f8ab,bdb6bf89ce64bca946a45ecd75c4f6c718dc6213,1.0,ea0b83e9f1aa421cf3d9588bf893459f73be3a151011dee104f486779eea6b5f,0,96,43.791862204670906,102.46522165834904,0.875,0.24145569620253166,0.875,1.0,0.7825949367088607,1.0,192.0,4.8,0,0,0,P0-2,False,93,11,5.050632911392405,11,3840,0,48,48,round_robin,a50b90970ad29da86aecb23aab47b8b10fa10bb974b90a5aec56a906781f5158,2,0.05,96,35,17.674683544303797,34,66c10574f1393c25ac29a872eb15a05a4ba8012edadf9f9cbc1f0f5ef428eee6,11145.718632886807,25162.88758267959,0,32,15.305063291139241,31,prefix_heavy
192.0,prefix_heavy_seed2_resource_aware,09d3f9d1d37a9d4b77de35e09b9cb051e718bfe1926b756f49debfed81f7f8ab,bdb6bf89ce64bca946a45ecd75c4f6c718dc6213,1.0,73928422001930dd933294649f0912e79339e306d15d325d273ff4d2841feefc,0,96,43.88727992773056,102.00288519263268,0.875,0.12838273195876287,0.5,1.0,0.8420586340206185,1.0,192.0,4.8,0,0,0,P0-2,True,87,3,0.8891752577319587,3,3840,0,49,47,resource_aware,a50b90970ad29da86aecb23aab47b8b10fa10bb974b90a5aec56a906781f5158,2,0.05,96,34,18.927835051546392,33,66c10574f1393c25ac29a872eb15a05a4ba8012edadf9f9cbc1f0f5ef428eee6,13551.262783507505,23900.000240933146,0,31,16.515463917525775,30,prefix_heavy
192.0,prefix_heavy_seed3_round_robin,09d3f9d1d37a9d4b77de35e09b9cb051e718bfe1926b756f49debfed81f7f8ab,bdb6bf89ce64bca946a45ecd75c4f6c718dc6213,1.0,6418cd8e1ef1c2eb7af31566bd8f18c98124c1e36cba612642b66f1111da333c,0,96,44.34411600232124,105.21074570715427,0.875,0.23908227848101266,0.875,1.0,0.7850474683544304,1.0,192.0,4.8,0,0,0,P0-2,False,93,10,5.4481012658227845,10,3840,0,48,48,round_robin,a50b90970ad29da86aecb23aab47b8b10fa10bb974b90a5aec56a906781f5158,3,0.05,96,36,17.68860759493671,34,ee41ab704e04bab696f54c2c75b56763772d03556f45e4812deec2f7da8fe1c7,12564.242999690274,28079.53501207133,0,33,15.318987341772152,32,prefix_heavy
192.0,prefix_heavy_seed3_resource_aware,09d3f9d1d37a9d4b77de35e09b9cb051e718bfe1926b756f49debfed81f7f8ab,bdb6bf89ce64bca946a45ecd75c4f6c718dc6213,1.0,3d035d446d2c087476269be4b682f2776f4eb0ef3f814ae916692c4705098afa,0,96,43.76239888370037,102.30944700539114,0.75,0.11254914809960681,0.5,1.0,0.8460845347313237,1.0,192.0,4.8,0,0,0,P0-2,True,88,4,1.7103538663171691,4,3840,0,51,45,resource_aware,a50b90970ad29da86aecb23aab47b8b10fa10bb974b90a5aec56a906781f5158,3,0.05,96,34,18.78440366972477,33,ee41ab704e04bab696f54c2c75b56763772d03556f45e4812deec2f7da8fe1c7,12298.122869183619,20085.43477446462,0,31,16.330930537352554,31,prefix_heavy
